BC ID	MUT ID	STRAIN	ENV	DAY	T0	T1	T2	T3	T4
1040	711	DivAnc	SC3	1	73	387	282	422	551
1045	500	DivAnc	SC3	1	116	775	376	397	339
1066	732	DivAnc	SC3	1	2	2	1	2	2
1068	449	DivAnc	SC3	1	100	111	119	132	52
1078	241	DivAnc	SC3	1	0	1	0	0	0
1082	534	DivAnc	SC3	1	17	43	14	14	31
1095	287	DivAnc	SC3	1	208	1308	617	931	844
1102	33	DivAnc	SC3	1	176	819	352	451	373
1132	252	DivAnc	SC3	1	409	2131	1149	1685	1567
1143	71	DivAnc	SC3	1	241	1214	459	769	925
1175	97	DivAnc	SC3	1	9	12	7	11	1
1189	981	DivAnc	SC3	1	373	1896	966	1513	1654
1249	1012	DivAnc	SC3	1	93	465	164	122	248
1287	546	DivAnc	SC3	1	0	5	1	4	3
1306	572	DivAnc	SC3	1	4	2	6	4	2
1326	295	DivAnc	SC3	1	224	731	460	813	675
1330	650	DivAnc	SC3	1	53	51	63	69	29
1395	52	DivAnc	SC3	1	24	192	43	50	149
1418	750	DivAnc	SC3	1	67	91	113	98	49
1423	546	DivAnc	SC3	1	3	5	2	2	1
1447	988	DivAnc	SC3	1	3	2	0	2	3
1481	804	DivAnc	SC3	1	43	281	146	140	149
1510	163	DivAnc	SC3	1	247	1189	604	897	797
1515	248	DivAnc	SC3	1	305	1390	665	943	874
1539	780	DivAnc	SC3	1	669	2522	1217	1534	1345
1603	85	DivAnc	SC3	1	1	0	1	1	0
1618	639	DivAnc	SC3	1	294	1566	864	1369	1481
1627	192	DivAnc	SC3	1	91	319	107	77	38
1633	460	DivAnc	SC3	1	59	348	169	274	301
1639	755	DivAnc	SC3	1	2	0	0	0	1
1648	804	DivAnc	SC3	1	240	1326	760	1076	1268
1701	211	DivAnc	SC3	1	1	0	0	1	0
1756	769	DivAnc	SC3	1	70	372	180	265	295
1815	962	DivAnc	SC3	1	232	1333	673	878	765
1829	570	DivAnc	SC3	1	97	417	173	293	264
1852	570	DivAnc	SC3	1	96	322	290	429	277
1895	153	DivAnc	SC3	1	42	39	41	31	19
1926	544	DivAnc	SC3	1	4	0	0	1	0
1927	993	DivAnc	SC3	1	106	116	107	108	63
1986	133	DivAnc	SC3	1	205	919	287	403	303
2033	47	DivAnc	SC3	1	378	1935	1172	1420	1524
2068	376	DivAnc	SC3	1	79	106	117	91	36
2100	892	DivAnc	SC3	1	215	856	429	643	656
2117	866	DivAnc	SC3	1	3	1	1	2	4
2155	573	DivAnc	SC3	1	47	68	80	55	31
2157	423	DivAnc	SC3	1	1341	6289	3378	4456	5414
2170	423	DivAnc	SC3	1	1145	4771	2771	3553	3765
2174	984	DivAnc	SC3	1	154	444	516	788	734
2175	453	DivAnc	SC3	1	144	532	266	310	298
2191	924	DivAnc	SC3	1	50	73	69	68	33
2203	846	DivAnc	SC3	1	2	1	1	0	3
2211	826	DivAnc	SC3	1	362	1627	731	1105	1092
2227	768	DivAnc	SC3	1	0	3	2	0	2
2230	1001	DivAnc	SC3	1	245	908	482	613	886
2280	266	DivAnc	SC3	1	179	858	258	416	594
2286	772	DivAnc	SC3	1	32	34	37	37	16
2320	883	DivAnc	SC3	1	0	0	0	1	0
2341	363	DivAnc	SC3	1	138	956	590	1044	1273
2349	423	DivAnc	SC3	1	812	3861	1969	2391	2596
2367	657	DivAnc	SC3	1	7	2	2	1	1
2387	646	DivAnc	SC3	1	165	945	349	432	481
2391	983	DivAnc	SC3	1	246	1671	890	1306	1393
2394	302	DivAnc	SC3	1	3	0	1	4	2
2395	660	DivAnc	SC3	1	342	1908	1238	1910	2144
2403	204	DivAnc	SC3	1	38	37	39	58	19
2416	602	DivAnc	SC3	1	1	1	0	0	0
2487	985	DivAnc	SC3	1	394	1986	1289	1469	1556
2503	353	DivAnc	SC3	1	41	76	37	42	25
2541	374	DivAnc	SC3	1	3	7	7	7	3
2567	14	DivAnc	SC3	1	276	1609	1125	1508	1723
2635	815	DivAnc	SC3	1	234	817	427	611	671
2636	534	DivAnc	SC3	1	1	1	0	0	1
2672	715	DivAnc	SC3	1	0	0	0	2	1
2675	756	DivAnc	SC3	1	104	137	230	198	167
2689	605	DivAnc	SC3	1	102	441	167	83	59
2691	202	DivAnc	SC3	1	126	537	150	149	105
2706	16	DivAnc	SC3	1	1	0	0	45	0
2758	843	DivAnc	SC3	1	270	1426	683	1207	1632
2785	780	DivAnc	SC3	1	245	1272	724	932	976
2803	494	DivAnc	SC3	1	1	3	2	0	0
2826	149	DivAnc	SC3	1	4	0	7	6	4
2847	533	DivAnc	SC3	1	354	1748	874	1117	1312
2851	245	DivAnc	SC3	1	0	1	1	3	0
2858	323	DivAnc	SC3	1	1	1	1	2	0
2940	925	DivAnc	SC3	1	76	97	99	91	54
2958	819	DivAnc	SC3	1	1	0	0	3	0
2964	969	DivAnc	SC3	1	1	1	1	1	0
2966	677	DivAnc	SC3	1	101	400	95	101	57
3028	233	DivAnc	SC3	1	340	1318	481	558	590
3029	704	DivAnc	SC3	1	386	1595	1072	1537	1644
3042	486	DivAnc	SC3	1	126	673	311	319	344
3061	680	DivAnc	SC3	1	9	7	12	6	6
3194	639	DivAnc	SC3	1	235	1191	625	892	1250
3213	520	DivAnc	SC3	1	145	767	330	645	916
3231	423	DivAnc	SC3	1	1248	5023	2782	3740	4712
3291	520	DivAnc	SC3	1	272	1757	788	1339	1414
3293	551	DivAnc	SC3	1	2	3	1	0	0
3294	311	DivAnc	SC3	1	38	34	39	45	17
3312	953	DivAnc	SC3	1	0	1	0	0	1
3358	912	DivAnc	SC3	1	166	170	184	164	93
3385	898	DivAnc	SC3	1	0	1	0	0	0
3408	688	DivAnc	SC3	1	169	838	326	590	585
3424	520	DivAnc	SC3	1	431	1601	896	1175	1579
3451	481	DivAnc	SC3	1	8	1	1	1	0
3455	468	DivAnc	SC3	1	0	0	0	1	1
3472	574	DivAnc	SC3	1	1	2	0	1	0
3510	628	DivAnc	SC3	1	493	1889	832	1057	1011
3575	185	DivAnc	SC3	1	0	3	1	0	1
3596	817	DivAnc	SC3	1	256	935	654	991	770
3618	994	DivAnc	SC3	1	0	0	1	0	0
3668	916	DivAnc	SC3	1	90	385	114	182	150
3713	356	DivAnc	SC3	1	5	2	1	4	3
3747	520	DivAnc	SC3	1	0	1	0	1	0
3756	227	DivAnc	SC3	1	439	2425	1221	1678	1897
3830	906	DivAnc	SC3	1	55	70	28	7	4
3833	34	DivAnc	SC3	1	84	532	220	408	427
3842	274	DivAnc	SC3	1	3	0	0	0	0
3895	547	DivAnc	SC3	1	599	3742	1868	2863	3899
3972	565	DivAnc	SC3	1	6	4	0	3	2
4008	896	DivAnc	SC3	1	0	1	1	0	0
4026	48	DivAnc	SC3	1	401	1544	961	1172	1047
4036	8	DivAnc	SC3	1	278	1191	436	798	1202
4058	950	DivAnc	SC3	1	8	12	10	11	10
4070	449	DivAnc	SC3	1	176	644	317	320	385
4088	313	DivAnc	SC3	1	0	0	0	1	0
4103	954	DivAnc	SC3	1	239	1058	468	618	934
4105	956	DivAnc	SC3	1	59	264	157	206	177
4128	708	DivAnc	SC3	1	0	1	0	0	0
4148	159	DivAnc	SC3	1	306	1139	630	750	851
4159	512	DivAnc	SC3	1	160	892	454	649	547
4169	381	DivAnc	SC3	1	4	5	2	6	1
4192	529	DivAnc	SC3	1	58	60	64	63	29
4235	133	DivAnc	SC3	1	72	56	62	53	24
4244	804	DivAnc	SC3	1	0	1	0	0	0
4298	951	DivAnc	SC3	1	1	1	0	1	0
4361	181	DivAnc	SC3	1	54	42	51	44	26
4389	534	DivAnc	SC3	1	169	202	232	438	275
4485	521	DivAnc	SC3	1	188	582	199	279	480
4532	1012	DivAnc	SC3	1	416	1464	778	967	1224
4579	815	DivAnc	SC3	1	217	1006	714	919	741
4618	226	DivAnc	SC3	1	298	1519	830	1143	1030
4657	423	DivAnc	SC3	1	650	3124	1851	2776	3080
4706	55	DivAnc	SC3	1	46	49	48	53	29
4710	813	DivAnc	SC3	1	60	126	21	0	0
4717	423	DivAnc	SC3	1	670	3834	1834	2636	3235
4823	356	DivAnc	SC3	1	1	0	0	0	1
4834	627	DivAnc	SC3	1	4	0	2	1	1
4841	500	DivAnc	SC3	1	0	1	2	0	0
4856	846	DivAnc	SC3	1	121	818	434	687	678
4863	132	DivAnc	SC3	1	351	1797	924	1232	1216
4886	34	DivAnc	SC3	1	152	946	633	1025	992
4933	353	DivAnc	SC3	1	13	21	0	1	0
4954	650	DivAnc	SC3	1	27	29	32	30	15
4968	52	DivAnc	SC3	1	174	543	214	136	118
4976	751	DivAnc	SC3	1	0	0	0	0	1
4998	779	DivAnc	SC3	1	0	0	1	0	0
5015	350	DivAnc	SC3	1	286	1645	986	1259	1292
5036	423	DivAnc	SC3	1	156	277	179	165	142
5050	949	DivAnc	SC3	1	6	2	2	1	2
5057	381	DivAnc	SC3	1	18	21	28	32	6
5097	764	DivAnc	SC3	1	6	9	10	9	6
5116	886	DivAnc	SC3	1	419	1773	1019	1490	1578
5171	1007	DivAnc	SC3	1	492	2154	1182	1645	1997
5211	1014	DivAnc	SC3	1	40	108	42	29	2
5265	423	DivAnc	SC3	1	463	2273	1238	1798	1916
5266	981	DivAnc	SC3	1	5	1	0	2	1
5296	577	DivAnc	SC3	1	2	1	0	0	1
5298	968	DivAnc	SC3	1	177	954	329	651	605
5307	437	DivAnc	SC3	1	60	230	79	139	270
5388	441	DivAnc	SC3	1	0	3	5	3	1
5403	657	DivAnc	SC3	1	346	1662	616	734	775
5409	813	DivAnc	SC3	1	16	12	21	26	11
5492	371	DivAnc	SC3	1	217	927	569	965	929
5494	768	DivAnc	SC3	1	1	1	0	0	1
5503	381	DivAnc	SC3	1	78	516	282	343	306
5537	32	DivAnc	SC3	1	191	1087	551	721	501
5589	418	DivAnc	SC3	1	1	1	0	0	0
5600	906	DivAnc	SC3	1	66	156	55	64	24
5604	129	DivAnc	SC3	1	1	1	0	0	0
5634	825	DivAnc	SC3	1	3	0	2	2	0
5674	310	DivAnc	SC3	1	136	544	274	403	296
5695	50	DivAnc	SC3	1	255	1324	779	1287	1441
5715	180	DivAnc	SC3	1	136	685	277	468	464
5741	657	DivAnc	SC3	1	50	48	58	53	26
5753	618	DivAnc	SC3	1	246	920	601	605	856
5777	153	DivAnc	SC3	1	16	16	13	15	9
5816	261	DivAnc	SC3	1	70	317	228	299	480
5844	353	DivAnc	SC3	1	63	155	28	3	1
5869	715	DivAnc	SC3	1	169	736	392	444	454
5890	612	DivAnc	SC3	1	4	1	4	2	0
5920	375	DivAnc	SC3	1	289	1580	787	1235	1297
5930	971	DivAnc	SC3	1	331	1247	495	606	603
5933	313	DivAnc	SC3	1	20	30	29	29	10
5941	479	DivAnc	SC3	1	0	0	1	1	0
5982	775	DivAnc	SC3	1	232	1087	405	758	733
6059	188	DivAnc	SC3	1	2	69	56	93	105
6163	710	DivAnc	SC3	1	1	2	1	1	0
6269	898	DivAnc	SC3	1	54	61	82	72	47
6296	461	DivAnc	SC3	1	37	217	70	84	58
6311	449	DivAnc	SC3	1	71	75	80	64	47
6358	780	DivAnc	SC3	1	40	32	33	43	21
6387	111	DivAnc	SC3	1	53	51	57	77	28
6426	802	DivAnc	SC3	1	460	2271	1098	1581	1377
6428	4	DivAnc	SC3	1	88	443	202	290	372
6438	687	DivAnc	SC3	1	47	32	32	43	21
6444	509	DivAnc	SC3	1	260	1261	710	1275	1087
6449	169	DivAnc	SC3	1	27	21	28	34	10
6502	72	DivAnc	SC3	1	114	533	296	349	321
6504	165	DivAnc	SC3	1	180	828	427	370	317
6532	964	DivAnc	SC3	1	1	0	1	1	0
6579	401	DivAnc	SC3	1	84	164	19	24	6
6582	423	DivAnc	SC3	1	1374	5592	3196	4448	4470
6590	777	DivAnc	SC3	1	204	1259	723	1118	1639
6622	935	DivAnc	SC3	1	173	1141	529	766	887
6720	551	DivAnc	SC3	1	1	0	0	5	0
6786	764	DivAnc	SC3	1	0	1	0	1	0
6794	892	DivAnc	SC3	1	296	1282	779	1070	1198
6890	807	DivAnc	SC3	1	659	3352	2042	3036	3970
6910	913	DivAnc	SC3	1	1	3	2	1	0
7061	975	DivAnc	SC3	1	8	11	4	9	7
7220	109	DivAnc	SC3	1	2	3	2	0	0
7244	868	DivAnc	SC3	1	18	26	0	0	0
7257	426	DivAnc	SC3	1	27	29	23	37	15
7291	34	DivAnc	SC3	1	316	1405	619	811	1043
7311	71	DivAnc	SC3	1	47	49	44	58	31
7329	48	DivAnc	SC3	1	396	1868	1109	1867	1917
7347	853	DivAnc	SC3	1	266	1794	1012	1742	1495
7364	352	DivAnc	SC3	1	19	33	7	0	0
7397	191	DivAnc	SC3	1	6	3	7	1	2
7466	261	DivAnc	SC3	1	26	32	30	25	15
7481	48	DivAnc	SC3	1	88	472	329	611	424
7503	97	DivAnc	SC3	1	263	1205	695	901	883
7518	159	DivAnc	SC3	1	2	0	0	0	1
7533	439	DivAnc	SC3	1	123	847	462	684	786
7537	732	DivAnc	SC3	1	182	1149	633	956	1339
7620	924	DivAnc	SC3	1	307	2015	1513	2571	3415
7630	520	DivAnc	SC3	1	373	1395	894	1340	1519
7773	310	DivAnc	SC3	1	141	511	170	316	324
7823	648	DivAnc	SC3	1	2	2	0	0	1
7890	125	DivAnc	SC3	1	62	397	216	396	372
7966	228	DivAnc	SC3	1	6	11	12	6	3
7993	86	DivAnc	SC3	1	2	3	2	1	2
8069	917	DivAnc	SC3	1	18	10	11	22	4
8075	55	DivAnc	SC3	1	130	458	117	106	107
8095	116	DivAnc	SC3	1	342	1330	641	983	1095
8097	866	DivAnc	SC3	1	0	2	0	0	0
8137	584	DivAnc	SC3	1	36	43	40	31	17
8148	129	DivAnc	SC3	1	160	688	266	249	217
8164	445	DivAnc	SC3	1	1	1	1	2	0
8167	153	DivAnc	SC3	1	698	3541	2239	2922	3352
8187	110	DivAnc	SC3	1	7	2	1	2	1
8236	625	DivAnc	SC3	1	224	1396	780	947	1239
8238	245	DivAnc	SC3	1	2	1	1	1	1
8275	213	DivAnc	SC3	1	446	2347	1292	1760	2125
8295	243	DivAnc	SC3	1	259	1588	906	1158	1455
8309	374	DivAnc	SC3	1	15	14	10	18	8
8316	119	DivAnc	SC3	1	55	52	59	67	28
8334	612	DivAnc	SC3	1	269	1101	608	824	822
8386	536	DivAnc	SC3	1	335	1693	1042	1282	1455
8391	118	DivAnc	SC3	1	27	32	30	33	23
8462	680	DivAnc	SC3	1	1	0	2	1	2
8545	805	DivAnc	SC3	1	84	212	91	154	113
8555	524	DivAnc	SC3	1	340	1798	811	993	855
8576	648	DivAnc	SC3	1	3	3	0	2	2
8652	710	DivAnc	SC3	1	258	823	772	862	840
8686	440	DivAnc	SC3	1	12	6	0	0	0
8709	589	DivAnc	SC3	1	0	3	0	0	1
8720	185	DivAnc	SC3	1	2	3	0	0	0
8840	195	DivAnc	SC3	1	303	2026	1584	2799	3007
8949	718	DivAnc	SC3	1	215	1062	601	922	869
9038	998	DivAnc	SC3	1	1	0	0	1	0
9056	846	DivAnc	SC3	1	313	1685	812	1063	1242
9117	159	DivAnc	SC3	1	1	1	1	1	1
9154	660	DivAnc	SC3	1	233	846	534	600	577
9241	111	DivAnc	SC3	1	62	223	138	255	292
9295	24	DivAnc	SC3	1	2	0	0	3	1
9336	113	DivAnc	SC3	1	0	0	1	0	1
9341	813	DivAnc	SC3	1	3	3	2	0	2
9342	657	DivAnc	SC3	1	0	0	0	1	1
9379	162	DivAnc	SC3	1	11	15	12	20	8
9408	228	DivAnc	SC3	1	0	1	1	1	2
9422	350	DivAnc	SC3	1	3	1	0	1	2
9481	340	DivAnc	SC3	1	8	13	10	14	8
9490	227	DivAnc	SC3	1	291	1215	697	850	873
9583	279	DivAnc	SC3	1	2	0	0	1	0
9620	205	DivAnc	SC3	1	55	420	242	241	154
9744	704	DivAnc	SC3	1	3	0	2	1	0
9802	227	DivAnc	SC3	1	84	72	112	84	47
9816	536	DivAnc	SC3	1	188	1233	656	1060	1577
9834	147	DivAnc	SC3	1	28	158	28	42	18
9861	292	DivAnc	SC3	1	23	263	50	61	7
9969	119	DivAnc	SC3	1	298	1379	558	762	986
9987	226	DivAnc	SC3	1	63	61	55	62	28
10037	646	DivAnc	SC3	1	270	1292	610	802	681
10060	458	DivAnc	SC3	1	0	1	0	1	0
10152	639	DivAnc	SC3	1	2	0	0	1	0
10158	395	DivAnc	SC3	1	154	770	461	620	660
10165	1005	DivAnc	SC3	1	279	1551	847	1058	1017
10236	685	DivAnc	SC3	1	28	23	33	26	10
10256	1012	DivAnc	SC3	1	337	1324	775	1015	789
10291	279	DivAnc	SC3	1	334	1095	520	580	444
10395	623	DivAnc	SC3	1	194	716	326	393	519
10427	148	DivAnc	SC3	1	223	972	336	471	338
10435	423	DivAnc	SC3	1	492	2202	1185	1365	1260
10447	892	DivAnc	SC3	1	9	2	4	6	5
10515	687	DivAnc	SC3	1	33	41	36	32	14
10633	695	DivAnc	SC3	1	5	23	0	1	0
10702	993	DivAnc	SC3	1	1	0	0	2	1
10785	819	DivAnc	SC3	1	360	1694	832	1248	1622
10891	799	DivAnc	SC3	1	425	2066	1219	1553	2158
10979	764	DivAnc	SC3	1	54	195	169	388	395
10983	772	DivAnc	SC3	1	120	536	129	237	119
10986	106	DivAnc	SC3	1	2	1	0	0	0
10996	949	DivAnc	SC3	1	68	75	78	75	45
11011	536	DivAnc	SC3	1	111	120	94	112	64
11133	757	DivAnc	SC3	1	530	2841	1865	3141	3564
11145	687	DivAnc	SC3	1	247	1442	846	1174	1445
11167	247	DivAnc	SC3	1	9	29	6	1	2
11195	415	DivAnc	SC3	1	0	1	0	0	0
11312	597	DivAnc	SC3	1	1	1	1	0	0
11314	973	DivAnc	SC3	1	149	581	378	562	506
11439	974	DivAnc	SC3	1	1	2	0	5	1
11450	785	DivAnc	SC3	1	2	0	0	0	0
11478	814	DivAnc	SC3	1	1	15	2	0	0
11488	205	DivAnc	SC3	1	3	2	1	3	2
11501	169	DivAnc	SC3	1	4	1	1	0	0
11504	13	DivAnc	SC3	1	415	1726	651	786	385
11556	119	DivAnc	SC3	1	4	3	1	2	2
11557	1015	DivAnc	SC3	1	282	1181	618	765	711
11611	159	DivAnc	SC3	1	221	1304	755	969	879
11634	112	DivAnc	SC3	1	202	1071	596	749	721
11690	723	DivAnc	SC3	1	223	1209	603	812	1234
11700	498	DivAnc	SC3	1	631	4199	2835	3929	4662
11757	573	DivAnc	SC3	1	271	1167	891	1417	1650
11868	47	DivAnc	SC3	1	389	2174	1053	1463	1331
11891	367	DivAnc	SC3	1	38	56	45	45	28
11895	949	DivAnc	SC3	1	85	111	115	112	70
11985	1000	DivAnc	SC3	1	3	47	8	25	14
12000	1012	DivAnc	SC3	1	279	1478	781	1178	1414
12011	718	DivAnc	SC3	1	53	154	110	200	158
12037	536	DivAnc	SC3	1	193	185	192	185	102
12056	468	DivAnc	SC3	1	353	1713	817	1252	1130
12057	119	DivAnc	SC3	1	437	2399	1455	2300	2051
12123	1015	DivAnc	SC3	1	0	0	2	1	1
12136	977	DivAnc	SC3	1	50	54	53	78	19
12143	189	DivAnc	SC3	1	7	69	75	133	103
12189	705	DivAnc	SC3	1	86	307	173	235	318
12219	834	DivAnc	SC3	1	394	1977	863	1283	1298
12265	376	DivAnc	SC3	1	184	926	479	508	553
12402	835	DivAnc	SC3	1	0	1	0	0	1
12424	618	DivAnc	SC3	1	4	1	1	1	1
12485	423	DivAnc	SC3	1	940	5826	3238	4580	5333
12534	390	DivAnc	SC3	1	5	3	0	3	1
12621	364	DivAnc	SC3	1	1	1	0	1	0
12627	366	DivAnc	SC3	1	3	1	0	4	0
12639	534	DivAnc	SC3	1	337	1803	884	1217	1274
12694	463	DivAnc	SC3	1	1	0	1	0	0
12699	50	DivAnc	SC3	1	126	634	258	354	322
12747	534	DivAnc	SC3	1	77	71	67	76	40
12769	896	DivAnc	SC3	1	363	1574	720	856	947
12925	555	DivAnc	SC3	1	98	483	265	364	476
12957	864	DivAnc	SC3	1	349	1399	616	1116	1066
12971	95	DivAnc	SC3	1	246	886	362	627	527
13001	546	DivAnc	SC3	1	58	137	54	65	28
13120	109	DivAnc	SC3	1	196	986	479	727	687
13134	880	DivAnc	SC3	1	1	0	1	0	0
13154	552	DivAnc	SC3	1	3	1	0	2	1
13369	597	DivAnc	SC3	1	559	2561	1076	1392	1612
13399	25	DivAnc	SC3	1	0	0	0	0	1
13481	347	DivAnc	SC3	1	1	0	0	0	1
13499	883	DivAnc	SC3	1	109	470	315	426	579
13505	468	DivAnc	SC3	1	344	1747	1043	1426	1445
13524	534	DivAnc	SC3	1	1	1	0	0	2
13527	534	DivAnc	SC3	1	130	593	573	1106	1108
13576	601	DivAnc	SC3	1	0	1	2	1	0
13620	688	DivAnc	SC3	1	1	4	3	8	1
13690	830	DivAnc	SC3	1	192	813	569	830	727
13699	596	DivAnc	SC3	1	19	91	49	52	70
13780	109	DivAnc	SC3	1	18	12	11	11	4
13802	347	DivAnc	SC3	1	10	12	16	7	8
13868	423	DivAnc	SC3	1	1155	4728	2755	3885	4074
13934	597	DivAnc	SC3	1	215	1214	525	737	553
14029	147	DivAnc	SC3	1	2	1	1	0	2
14075	634	DivAnc	SC3	1	1	0	0	1	1
14156	458	DivAnc	SC3	1	209	754	417	476	419
14375	587	DivAnc	SC3	1	348	1705	879	1193	1028
14425	846	DivAnc	SC3	1	424	2337	1240	2080	2325
14442	650	DivAnc	SC3	1	2	0	0	2	1
14456	226	DivAnc	SC3	1	200	1032	522	775	852
14488	151	DivAnc	SC3	1	0	2	0	0	0
14525	757	DivAnc	SC3	1	204	958	553	713	746
14563	756	DivAnc	SC3	1	2	1	1	0	4
14575	440	DivAnc	SC3	1	11	6	0	0	0
14584	173	DivAnc	SC3	1	169	688	328	427	456
14619	67	DivAnc	SC3	1	139	508	194	268	231
14680	918	DivAnc	SC3	1	3	0	0	0	0
14699	792	DivAnc	SC3	1	1	5	2	1	1
14745	217	DivAnc	SC3	1	158	531	412	472	518
14852	423	DivAnc	SC3	1	362	1565	1309	1851	1724
14944	350	DivAnc	SC3	1	1	1	1	0	2
15028	343	DivAnc	SC3	1	2	2	1	1	2
15140	597	DivAnc	SC3	1	162	712	444	542	622
15168	790	DivAnc	SC3	1	114	560	245	377	383
15183	1011	DivAnc	SC3	1	3	0	0	0	0
15193	780	DivAnc	SC3	1	200	891	576	797	848
15248	401	DivAnc	SC3	1	2	7	7	4	3
15282	960	DivAnc	SC3	1	241	1102	592	863	739
15320	439	DivAnc	SC3	1	0	0	1	2	0
15323	161	DivAnc	SC3	1	0	1	0	0	0
15353	924	DivAnc	SC3	1	113	505	366	593	832
15444	405	DivAnc	SC3	1	0	0	1	2	2
15460	1002	DivAnc	SC3	1	76	358	78	144	213
15560	806	DivAnc	SC3	1	63	63	71	71	29
15592	746	DivAnc	SC3	1	2	1	2	3	1
15709	279	DivAnc	SC3	1	23	18	23	33	16
15715	440	DivAnc	SC3	1	9	27	0	0	0
15814	292	DivAnc	SC3	1	59	171	56	23	41
15944	930	DivAnc	SC3	1	158	1079	611	870	692
16023	99	DivAnc	SC3	1	3	1	1	2	0
16121	930	DivAnc	SC3	1	208	1053	514	687	718
16193	138	DivAnc	SC3	1	2	0	1	1	0
16226	237	DivAnc	SC3	1	79	72	74	67	48
16236	268	DivAnc	SC3	1	7	2	0	0	0
16271	835	DivAnc	SC3	1	10	9	12	12	10
16319	428	DivAnc	SC3	1	2	0	1	1	0
16338	80	DivAnc	SC3	1	0	1	0	0	0
16385	439	DivAnc	SC3	1	63	54	48	75	39
16525	461	DivAnc	SC3	1	221	967	370	449	491
16548	535	DivAnc	SC3	1	0	0	0	1	1
16573	203	DivAnc	SC3	1	1	1	4	0	0
16586	26	DivAnc	SC3	1	51	45	62	44	28
16653	996	DivAnc	SC3	1	277	1472	566	773	766
16728	998	DivAnc	SC3	1	2	0	0	0	0
16750	55	DivAnc	SC3	1	0	0	0	0	22
16794	109	DivAnc	SC3	1	216	1110	401	863	873
16819	55	DivAnc	SC3	1	87	245	114	119	100
16873	768	DivAnc	SC3	1	22	11	24	28	17
16906	959	DivAnc	SC3	1	324	1705	954	1448	1718
16916	1002	DivAnc	SC3	1	239	1249	633	791	728
16966	205	DivAnc	SC3	1	172	872	531	955	896
17017	575	DivAnc	SC3	1	17	35	8	3	2
17032	226	DivAnc	SC3	1	244	1172	620	954	864
17084	589	DivAnc	SC3	1	38	135	59	60	63
17090	846	DivAnc	SC3	1	68	80	88	92	38
17129	843	DivAnc	SC3	1	297	1396	1027	1423	2061
17143	186	DivAnc	SC3	1	74	496	401	515	701
17166	149	DivAnc	SC3	1	2	2	0	0	1
17174	526	DivAnc	SC3	1	183	978	691	931	1003
17292	66	DivAnc	SC3	1	175	884	546	679	496
17353	50	DivAnc	SC3	1	229	995	593	919	800
17358	500	DivAnc	SC3	1	4	0	3	2	0
17511	962	DivAnc	SC3	1	171	778	489	651	597
17524	513	DivAnc	SC3	1	88	110	100	94	50
17609	1007	DivAnc	SC3	1	43	35	37	28	11
17650	954	DivAnc	SC3	1	46	47	36	43	22
17697	186	DivAnc	SC3	1	54	291	33	71	34
17721	80	DivAnc	SC3	1	264	1211	799	1070	1257
17722	767	DivAnc	SC3	1	2	0	0	1	1
17761	132	DivAnc	SC3	1	2	1	0	1	1
17815	52	DivAnc	SC3	1	47	45	46	48	29
17851	421	DivAnc	SC3	1	0	10	0	0	0
17878	498	DivAnc	SC3	1	71	68	74	66	42
17909	423	DivAnc	SC3	1	358	2124	1137	1505	1545
17950	639	DivAnc	SC3	1	444	2319	1436	2047	2279
18099	70	DivAnc	SC3	1	156	949	388	539	612
18139	825	DivAnc	SC3	1	240	1573	785	1237	1395
18148	1002	DivAnc	SC3	1	317	1588	932	1149	1259
18170	618	DivAnc	SC3	1	269	1764	697	1106	1283
18205	1002	DivAnc	SC3	1	0	1	1	1	1
18245	7	DivAnc	SC3	1	263	1108	587	857	834
18303	202	DivAnc	SC3	1	71	180	73	56	13
18371	423	DivAnc	SC3	1	328	2257	964	1318	1418
18408	924	DivAnc	SC3	1	122	576	369	473	573
18414	125	DivAnc	SC3	1	16	24	20	15	15
18422	893	DivAnc	SC3	1	44	38	40	41	17
18525	757	DivAnc	SC3	1	288	1413	762	916	934
18782	627	DivAnc	SC3	1	85	269	150	191	137
18805	1002	DivAnc	SC3	1	3	3	0	3	1
18837	521	DivAnc	SC3	1	135	552	271	295	440
18886	1014	DivAnc	SC3	1	56	102	29	11	4
18897	975	DivAnc	SC3	1	304	1637	959	1322	1778
18974	149	DivAnc	SC3	1	69	117	21	12	8
19099	47	DivAnc	SC3	1	34	188	74	164	253
19112	134	DivAnc	SC3	1	32	280	132	159	97
19206	962	DivAnc	SC3	1	0	0	5	0	2
19394	174	DivAnc	SC3	1	1	0	0	0	0
19530	245	DivAnc	SC3	1	145	695	300	483	349
19533	367	DivAnc	SC3	1	224	1025	545	778	837
19672	684	DivAnc	SC3	1	0	2	2	0	1
19735	971	DivAnc	SC3	1	36	257	115	132	137
19816	520	DivAnc	SC3	1	2	2	1	3	0
19833	84	DivAnc	SC3	1	0	3	0	3	1
19874	552	DivAnc	SC3	1	1	0	0	1	0
19899	677	DivAnc	SC3	1	28	18	24	27	18
19924	780	DivAnc	SC3	1	239	1478	915	923	1165
19983	50	DivAnc	SC3	1	65	170	163	278	93
19997	906	DivAnc	SC3	1	8	4	5	8	1
20008	109	DivAnc	SC3	1	208	856	635	808	859
20024	162	DivAnc	SC3	1	1	2	1	0	1
20125	70	DivAnc	SC3	1	11	11	15	15	8
20132	47	DivAnc	SC3	1	78	684	382	633	724
20167	241	DivAnc	SC3	1	2	0	1	3	0
