STRAIN	BC_ID	MU_ID	ENV	gen_0	gen_10	gen_20	gen_30	gen_40
DivAnc	37957	213	1_SC3	172	1132	507	1087	773
DivAnc	37959	729	1_SC3	267	1499	611	1266	976
DivAnc	29764	809	1_SC3	491	3209	1746	3437	2792
DivAnc	1175	97	1_SC3	9	40	31	33	42
DivAnc	8167	153	1_SC3	1069	6003	3128	6526	5034
DivAnc	8164	445	1_SC3	1	4	0	0	0
DivAnc	76574	75	1_SC3	16	56	46	56	20
DivAnc	76576	302	1_SC3	30	248	89	126	90
DivAnc	18148	1002	1_SC3	449	2684	1539	2793	2305
DivAnc	44701	625	1_SC3	479	2814	1430	2865	2183
DivAnc	5537	32	1_SC3	285	1786	1000	2135	1815
DivAnc	76084	670	1_SC3	191	993	462	1001	817
DivAnc	18146	254	1_SC3	1	12	4	10	16
DivAnc	225276	596	1_SC3	39	249	103	157	105
DivAnc	110836	190	1_SC3	11	83	39	99	107
DivAnc	11167	247	1_SC3	11	71	13	49	76
DivAnc	83726	383	1_SC3	1	9	8	5	0
DivAnc	94495	780	1_SC3	1	4	0	0	0
DivAnc	682	474	1_SC3	202	1047	594	1086	852
DivAnc	189219	390	1_SC3	95	621	253	557	379
DivAnc	229429	138	1_SC3	473	2463	1138	2412	1959
DivAnc	8386	536	1_SC3	494	2960	1469	2889	2502
DivAnc	73651	245	1_SC3	22	138	31	53	56
DivAnc	22955	813	1_SC3	28	195	92	166	171
DivAnc	8545	805	1_SC3	131	937	603	1197	968
DivAnc	15282	960	1_SC3	358	2000	1014	1918	1622
DivAnc	55110	426	1_SC3	1	12	9	28	4
DivAnc	4389	534	1_SC3	238	1505	872	1678	1269
DivAnc	55115	647	1_SC3	452	2832	1446	2854	2098
DivAnc	87336	149	1_SC3	8	42	33	38	23
DivAnc	95948	278	1_SC3	47	304	141	271	173
DivAnc	6579	401	1_SC3	128	601	277	607	433
DivAnc	4386	432	1_SC3	1	4	0	3	8
DivAnc	87807	271	1_SC3	2	7	3	16	14
DivAnc	406	376	1_SC3	2	18	18	0	0
DivAnc	73721	1014	1_SC3	24	109	78	155	181
DivAnc	34154	597	1_SC3	1	1	1	0	0
DivAnc	18805	1002	1_SC3	3	28	10	26	11
DivAnc	145925	213	1_SC3	64	443	152	408	303
DivAnc	63864	859	1_SC3	2	15	10	15	11
DivAnc	25942	403	1_SC3	385	2373	1121	2524	1879
DivAnc	31547	652	1_SC3	1	0	0	0	0
DivAnc	3830	906	1_SC3	82	511	231	503	324
DivAnc	3833	34	1_SC3	117	593	303	625	490
DivAnc	214400	965	1_SC3	8	28	22	38	19
DivAnc	145748	330	1_SC3	298	1732	818	1612	1288
DivAnc	72413	233	1_SC3	3	0	0	0	0
DivAnc	4036	8	1_SC3	400	2372	1221	2563	1908
DivAnc	78847	85	1_SC3	75	431	243	476	373
DivAnc	307680	173	1_SC3	1	7	0	8	7
DivAnc	198789	177	1_SC3	1	13	10	14	9
DivAnc	28989	247	1_SC3	59	359	151	284	301
